phage,numprot,host
Proteus phage PM 85,23,Proteus
uncultured phage MedDCM-OCT-S09-C28,23,uncultured
uncultured phage MedDCM-OCT-S05-C243,23,uncultured
uncultured phage MedDCM-OCT-S04-C148,23,uncultured
Lactococcus phage phi31.1,23,Lactococcus
Clostridium botulinum D phage,23,Clostridium
Clostridium phage phi24R,22,Clostridium
uncultured phage MedDCM-OCT-S12-C496,22,uncultured
Clostridium phage CpV1,22,Clostridium
Staphylococcus phage P68,22,Staphylococcus
Staphylococcus phage PT1028,22,Staphylococcus
uncultured phage MedDCM-OCT-S05-C849,22,uncultured
Actinomyces phage Av-1,22,Actinomyces
Enterobacteria phage T7.1,22,Enterobacteria
Enterobacteria phage alpha3,22,Enterobacteria
Enterococcus phage vB_IME199,22,Enterococcus
uncultured phage MedDCM-OCT-S08-C495,22,uncultured
Staphylococcus phage 44AHJD,21,Staphylococcus
Enterobacteria phage S13,21,Enterobacteria
Bacillus phage pGIL02,21,Bacillus
Lactococcus phage bIL311,21,Lactococcus
uncultured phage MedDCM-OCT-S09-C299,21,uncultured
Pseudoalteromonas phage PM2,21,Pseudoalteromonas
uncultured phage MedDCM-OCT-S11-C149,21,uncultured
Staphylococcus phage GRCS,21,Staphylococcus
Enterobacteria phage RB15,21,Enterobacteria
Erwinia phage phiAT1,21,Erwinia
Vibrio phage PVA1,21,Vibrio
Staphylococcus phage S13',21,Staphylococcus
uncultured phage MedDCM-OCT-S04-C695,21,uncultured
Staphylococcus phage S24-1,21,Staphylococcus
uncultured phage MedDCM-OCT-S09-C399,21,uncultured
uncultured phage MedDCM-OCT-S05-C767,20,uncultured
Rhodococcus phage RRH1,20,Rhodococcus
uncultured phage MedDCM-OCT-S01-C29,20,uncultured
Salmonella phage MB78,20,Salmonella
uncultured phage MedDCM-OCT-S08-C304,20,uncultured
Staphylococcus phage SAP-2,20,Staphylococcus
uncultured phage MedDCM-OCT-S06-C1041,20,uncultured
Staphylococcus phage PSa3,20,Staphylococcus
Streptococcus phage C1,20,Streptococcus
uncultured phage MedDCM-OCT-S11-C178,20,uncultured
Enterobacteria phage P21,19,Enterobacteria
Mycoplasma phage MAV1,19,Mycoplasma
uncultured phage MedDCM-OCT-S05-C64,19,uncultured
uncultured phage MedDCM-OCT-S12-C102,19,uncultured
uncultured phage MedDCM-OCT-S08-C1615,19,uncultured
Pseudomonas phage phi8,19,Pseudomonas
uncultured phage MedDCM-OCT-S11-C349,18,uncultured
uncultured phage MedDCM-OCT-S05-C353,18,uncultured
uncultured phage MedDCM-OCT-S01-C58,18,uncultured
Phage GMSE-1,18,Phage
uncultured phage MedDCM-OCT-S08-C232,18,uncultured
uncultured phage MedDCM-OCT-S09-C7,18,uncultured
uncultured phage MedDCM-OCT-S04-C136,18,uncultured
uncultured phage MedDCM-OCT-S08-C1731,17,uncultured
Salmonella phage FelixO1,17,Salmonella
Halobacterium phage phiH,17,Halobacterium
Bacillus phage B103,17,Bacillus
Paenibacillus phage phiBP,17,Paenibacillus
uncultured phage MedDCM-OCT-S04-C64,17,uncultured
Mycoplasma phage phiMFV1,17,Mycoplasma
Serratia phage KSP90,16,Serratia
Enterobacteria phage Ox2,16,Enterobacteria
Enterobacteria phage TuIa,16,Enterobacteria
Ralstonia phage 1 NP-2014,16,Ralstonia
uncultured phage MedDCM-OCT-S05-C532,16,uncultured
Clavibacter phage CN77,16,Clavibacter
uncultured phage MedDCM-OCT-S08-C1281,16,uncultured
Enterobacteria phage Lahn1,16,Enterobacteria
Acinetobacter phage RL-2015,16,Acinetobacter
Ralstonia phage RSM3,15,Ralstonia
uncultured phage MedDCM-OCT-S11-C561,15,uncultured
Enterobacteria phage P4,15,Enterobacteria
Lactococcus phage TPW22,15,Lactococcus
Listeria phage 20422-1,15,Listeria
Ralstonia phage RSMSuper,15,Ralstonia
Vibrio phage fs1,15,Vibrio
Enterobacteria phage Lahn2,15,Enterobacteria
Lactococcus phage bIL66M1,15,Lactococcus
uncultured phage MedDCM-OCT-S04-C1220,15,uncultured
Ralstonia phage RSM1,15,Ralstonia
uncultured phage MedDCM-OCT-S08-C151,15,uncultured
Pseudomonas phage phi12,15,Pseudomonas
uncultured phage MedDCM-OCT-S12-C473,15,uncultured
Lactococcus phage ul36.1,15,Lactococcus
uncultured phage MedDCM-OCT-S12-C97,15,uncultured
Enterobacteria phage St-1,14,Enterobacteria
Vibrio phage VP2,14,Vibrio
Thermus phage T72,14,Thermus
Enterobacteria phage L,14,Enterobacteria
uncultured phage MedDCM-OCT-S11-C1836,14,uncultured
Pseudomonas phage phi2954,14,Pseudomonas
Enterobacteria phage Nil3,14,Enterobacteria
Lactococcus phage 923,14,Lactococcus
Vibrio phage VSK,14,Vibrio
Acholeplasma phage L2,14,Acholeplasma
uncultured phage MedDCM-OCT-S01-C1,14,uncultured
Enterobacteria phage M1,14,Enterobacteria
Xanthomonas phage XacF1,13,Xanthomonas
Vibrio phage ND1-fs1,13,Vibrio
Enterobacteria phage RB70,13,Enterobacteria
Lactococcus phage phi41,13,Lactococcus
Pseudomonas phage phi13,13,Pseudomonas
Spiroplasma phage SVTS2,13,Spiroplasma
uncultured phage MedDCM-OCT-S09-C5,13,uncultured
uncultured phage MedDCM-OCT-S05-C429,13,uncultured
uncultured phage MedDCM-OCT-S08-C239,13,uncultured
uncultured phage MedDCM-OCT-S08-C233,13,uncultured
Cellulophaga phage phi12a:1,13,Cellulophaga
Stenotrophomonas phage Smp14,13,Stenotrophomonas
Ralstonia phage RS603,13,Ralstonia
Enterobacteria phage RB2,13,Enterobacteria
Cellulophaga phage phi18:4,13,Cellulophaga
uncultured phage MedDCM-OCT-S04-C93,13,uncultured
Enterobacteria phage phiR73,13,Enterobacteria
Cellulophaga phage phi12:2,13,Cellulophaga
Vibrio phage VGJphi,13,Vibrio
Pseudomonas phage phiNN,13,Pseudomonas
Cellulophaga phage phi48:1,13,Cellulophaga
Salmonella phage SEN2,13,Salmonella
Salmonella phage SEN23,12,Salmonella
Ralstonia phage RSS1,12,Ralstonia
Vibrio phage VFJ,12,Vibrio
Escherichia phage SerU-LTIIb,12,Escherichia
Vibrio phage VP5,12,Vibrio
Vibrio phage KVP40,12,Vibrio
Ralstonia phage RSS-TH1,12,Ralstonia
uncultured phage MedDCM-OCT-S08-C159,12,uncultured
Ralstonia phage RSS0,12,Ralstonia
Vibrio phage KSF-1phi,12,Vibrio
Enterobacteria phage Pol,12,Enterobacteria
Spiroplasma phage SVGII3,11,Spiroplasma
Enterobacteria phage NC51,11,Enterobacteria
Enterobacteria phage WA6,11,Enterobacteria
Enterobacteria phage NC1,11,Enterobacteria
Enterobacteria phage NC7,11,Enterobacteria
Enterobacteria phage IKe,11,Enterobacteria
Enterobacteria phage MED1,11,Enterobacteria
Enterobacteria phage WA4,11,Enterobacteria
Enterobacteria phage LZ5,11,Enterobacteria
Enterobacteria phage ID45,11,Enterobacteria
Enterobacteria phage ID2 Moscow/ID/2001,11,Enterobacteria
Enterobacteria phage NC13,11,Enterobacteria
Streptococcus phage 700P1,11,Streptococcus
Enterobacteria phage NC37,11,Enterobacteria
Enterobacteria phage NC5,11,Enterobacteria
uncultured phage MedDCM-OCT-S05-C36,11,uncultured
Enterobacteria phage ID52,11,Enterobacteria
Enterobacteria phage ID11,11,Enterobacteria
Enterobacteria phage ID8,11,Enterobacteria
Mycoplasma phage P1,11,Mycoplasma
Enterobacteria phage NC19,11,Enterobacteria
Enterobacteria phage ID22,11,Enterobacteria
Oenococcus phage fOg30,11,Oenococcus
Enterobacteria phage NC16,11,Enterobacteria
Enterobacteria phage ID41,11,Enterobacteria
Lactococcus phage B1,11,Lactococcus
Enterobacteria phage WA3,11,Enterobacteria
Enterobacteria phage WA14,11,Enterobacteria
Enterobacteria phage NC2,11,Enterobacteria
Enterobacteria phage ID1,11,Enterobacteria
Enterobacteria phage ID34,11,Enterobacteria
Vibrio phage VCY-phi,11,Vibrio
Enterobacteria phage FL68 Tallahassee/FL/2012,11,Enterobacteria
Enterobacteria phage U5,11,Enterobacteria
Enterobacteria phage ID18,11,Enterobacteria
Enterobacteria phage WA5,11,Enterobacteria
Enterobacteria phage NC6,11,Enterobacteria
Enterobacteria phage NC11,11,Enterobacteria
Vibrio phage VEJphi,11,Vibrio
Enterobacteria phage FL76 Tallahassee/FL/2012,11,Enterobacteria
Enterobacteria phage WA10,11,Enterobacteria
Chlamydia phage 1,11,Chlamydia
Enterobacteria phage NC10,11,Enterobacteria
Bdellovibrio phage phiMH2K,11,Bdellovibrio
Enterobacteria phage WA2,11,Enterobacteria
Enterobacteria phage ID204 Moscow/ID,11,Enterobacteria
Enterobacteria phage ID12,11,Enterobacteria
Enterobacteria phage NC41,11,Enterobacteria
Enterobacteria phage WA11,11,Enterobacteria
Enterobacteria phage NC56,11,Enterobacteria
Serratia phage KSP20,11,Serratia
Ralstonia phage RS611,11,Ralstonia
Enterobacteria phage NC3,10,Enterobacteria
Enterobacteria phage phiK,10,Enterobacteria
Enterobacteria phage ID21,10,Enterobacteria
Propionibacterium phage B5,10,Propionibacterium
Enterobacteria phage TuIb,10,Enterobacteria
Enterobacteria phage WA45,10,Enterobacteria
Vibrio phage VfO3K6,10,Vibrio
Enterobacteria phage LZ7,10,Enterobacteria
Stenotrophomonas phage phiSMA6,10,Stenotrophomonas
Enterobacteria phage NC28,10,Enterobacteria
Enterobacteria phage ID62,10,Enterobacteria
Stx1-converting phage phi-O153,10,Escherichia
Enterobacteria phage phiX174 (Isolate Sanger),10,Enterobacteria
Stenotrophomonas phage phiSMA7,10,Stenotrophomonas
uncultured phage MedDCM-OCT-S09-C23,10,uncultured
Escherichia phage phi-8,10,Escherichia
Klebsiella phage KPP95,10,Klebsiella
Enterobacteria phage If1,10,Enterobacteria
Enterobacteria phage MV SS,10,Enterobacteria
Enterobacteria phage WA13,10,Enterobacteria
Enterobacteria phage fd,10,Enterobacteria
Enterobacteria phage NC29,10,Enterobacteria
Oenoccocus phage fOgPSU1,10,Oenoccocus
Enterobacteria phage NC35,10,Enterobacteria
uncultured phage MedDCM-OCT-S08-C964,10,uncultured
Enterobacteria phage phiW39,10,Enterobacteria
Enterobacteria phage KC69,10,Enterobacteria
Enterobacteria phage 434,10,Enterobacteria
Enterobacteria phage ID32,10,Enterobacteria
Shigella phage 7888,10,Shigella
Enterobacteria phage D6,9,Enterobacteria
uncultured phage MedDCM-OCT-S04-C650,9,uncultured
Ralstonia phage p12J,9,Ralstonia
Pseudomonas phage Pf3,9,Pseudomonas
Escherichia phage RES-2009a,9,Escherichia
Enterobacteria phage RB23,9,Enterobacteria
Enterococcus phage MSF1,9,Enterococcus
Haemophilus phage S2,9,Haemophilus
Mycobacterium phage Ms6,9,Mycobacterium
Ralstonia phage PE226,9,Ralstonia
Phage 258-320,9,Phage
Vibrio phage O395,9,Vibrio
Bartonella henselae phage 60457,9,Bartonella
Staphylococcus phage phiB557,9,Staphylococcus
uncultured phage MedDCM-OCT-S08-C1115,9,uncultured
Xanthomonas phage phiLf,9,Xanthomonas
Ralstonia phage RSS20,9,Ralstonia
Listeria phage 805405-1,9,Listeria
Escherichia phage LZ,9,Escherichia
Vibrio phage fs2,9,Vibrio
Chlamydia phage 3,8,Chlamydia
Enterobacteria phage T2L,8,Enterobacteria
Enterobacteria phage I2-2,8,Enterobacteria
Aeromonas phage Aes512,8,Aeromonas
Enterobacteria phage mEp234,8,Enterobacteria
Enterobacteria phage PhiD145,8,Enterobacteria
Aeromonas phage Aes517,8,Aeromonas
Uncultured phage WW-nAnB strain 2,8,Uncultured
Serratia phage KSP100,8,Serratia
Enterobacteria phage LZ10,8,Enterobacteria
Enterobacteria phage PP01,8,Enterobacteria
Enterobacteria phage T2H,8,Enterobacteria
Chlamydia phage 2,8,Chlamydia
Vibrio phage VfO4K68,8,Vibrio
Streptococcus phage phiARI0455,8,Streptococcus
Enterobacteria phage LC159,8,Enterobacteria
Acinetobacter phage phiAB2,8,Acinetobacter
Enterobacterial phage P-EibA,8,Enterobacterial
Enterobacteria phage HK244,8,Enterobacteria
Acinetobacter phage Abp53,8,Acinetobacter
Thermus phage OH3,8,Thermus
uncultured phage WW-nAnB,8,uncultured
Chlamydia phage 4,8,Chlamydia
Enterobacteria phage H19J,8,Enterobacteria
Uncultured phage WW-nAnB strain 3,8,Uncultured
Staphylococcus phage Twort,8,Staphylococcus
Shigella phage SfX,7,Shigella
Aeromonas phage Aes509,7,Aeromonas
Myxococcus phage Mx9,7,Myxococcus
Enterobacteria phage PhiD266,7,Enterobacteria
Enterobacteria phage HK109,7,Enterobacteria
Enterobacteria phage HK239,7,Enterobacteria
Aeromonas phage PAS-1,7,Aeromonas
Enterobacteria phage PhiD124,7,Enterobacteria
Enterobacteria phage 82,7,Enterobacteria
Enterobacteria phage 299,7,Enterobacteria
Enterobacteria phage LZ4,7,Enterobacteria
Bacillus phage phi3T,7,Bacillus
Escherichia phage LZ1,7,Escherichia
Vibrio phage Vf12,7,Vibrio
Enterobacteria phage PK,7,Enterobacteria
Enterobacteria phage HK240,7,Enterobacteria
Enterobacteria phage M11,7,Enterobacteria
Lactococcus phage Rc6,7,Lactococcus
Enterobacteria phage CL707,7,Enterobacteria
Enterobacteria phage HK114,7,Enterobacteria
Enterobacteria phage LZ1,7,Enterobacteria
Enterobacteria phage HK113,7,Enterobacteria
Vibrio phage Vf33,7,Vibrio
Stenotrophomonas phage phiSMA9,7,Stenotrophomonas
Streptococcus phage VO1,7,Streptococcus
Enterobacteria phage HK241,7,Enterobacteria
Enterobacteria phage mEp332,7,Enterobacteria
Enterobacteria phage 18,7,Enterobacteria
Lactococcus phage ul36.2,7,Lactococcus
Enterobacteria phage PhiD252,7,Enterobacteria
Enterobacteria phage PhiD160,7,Enterobacteria
Enterobacteria phage LZ6,7,Enterobacteria
Enterobacteria phage HK111,7,Enterobacteria
Aeromonas phage Aes120,6,Aeromonas
Parabacteroides phage YZ-2015a,6,Parabacteroides
Streptococcus phage phiARI0639,6,Streptococcus
Enterobacteria phage Lahn3,6,Enterobacteria
Chlamydia pneumoniae phage CPAR39,6,Chlamydia
Vibrio phage ICP1_2006_E,6,Vibrio
Vibrio phage ICP1_2011_A,6,Vibrio
Enterobacteria phage P2-EC5,6,Enterobacteria
Vibrio phage Ch457,6,Vibrio
Aeromonas phage Aes123,6,Aeromonas
Bacillus phage phi15,6,Bacillus
Lactococcus phage c6A,6,Lactococcus
Bacillus phage Sand,6,Bacillus
Pseudomonas phage phi7,6,Pseudomonas
Leuconostoc phage L10,6,Leuconostoc
Lactococcus phage 943,6,Lactococcus
Enterobacteria phage KU1,6,Enterobacteria
Vibrio phage E8498,6,Vibrio
Enterobacteria phage P2-EC67,6,Enterobacteria
Bacillus phage Emet,6,Bacillus
Lactobacillus phage phigaY,6,Lactobacillus
Aeromonas phage Aes144,6,Aeromonas
Enterobacteria phage LZ2,6,Enterobacteria
Streptococcus phage phiARI0995,6,Streptococcus
Lactococcus phage 5440,6,Lactococcus
Enterobacteria phage RB61,6,Enterobacteria
Enterobacteria phage P2-EC31,6,Enterobacteria
Vibrio phage VSKK,6,Vibrio
Escherichia phage LZ9,5,Escherichia
Enterobacteria phage RB62,5,Enterobacteria
Enterobacteria phage PhiD5,5,Enterobacteria
Lactococcus phage Rc16,5,Lactococcus
Lactococcus phage TP901-1C,5,Lactococcus
Lactococcus phage 5469,5,Lactococcus
Enterobacteria phage P2-EC58,5,Enterobacteria
Phage PhiD218,5,Phage
Phage Gifsy-2,5,Phage
Lactococcus phage Rc13,5,Lactococcus
Enterobacteria phage IP008,5,Enterobacteria
Pseudomonas phage PRR1,5,Pseudomonas
Raoultella phage vB_RorM-ISF6,5,Raoultella
Pseudomonas phage PP7,5,Pseudomonas
Enterobacteria phage fr,5,Enterobacteria
Aeromonas phage Aes007,5,Aeromonas
Bacillus phage Sato,5,Bacillus
Lactococcus phage 5447,5,Lactococcus
Lactococcus phage bIL66,5,Lactococcus
Enterobacteria phage JP501,5,Enterobacteria
Aeromonas phage Aes002,5,Aeromonas
Enterobacteria phage P2-EC48,5,Enterobacteria
Staphylococcus phage phi77,5,Staphylococcus
Enterobacteria phage mEp021,5,Enterobacteria
Lactococcus phage Rc14,5,Lactococcus
Enterobacteria phage U4,5,Enterobacteria
Enterobacteria phage P-EibC,5,Enterobacteria
Enterobacteria phage P2-EC46,5,Enterobacteria
Aeromonas phage Aes151,5,Aeromonas
uncultured marine phage,5,uncultured
Salmonella phage SEN35,5,Salmonella
Cellulophaga phage Mariner,5,Cellulophaga
Staphylococcus phage phi 53,5,Staphylococcus
Salmonella phage SETP12,5,Salmonella
Streptococcus phi-m46.1-like phage MB56Spyo045,5,Streptococcus
Salmonella phage SETP5,5,Salmonella
Enterobacteria phage P-EibD,5,Enterobacteria
Streptococcus phage phiARI0831,5,Streptococcus
Bacillus phage Sole,5,Bacillus
Lactococcus phage Rc15,5,Lactococcus
Synechococcus phage S-RSM2,5,Synechococcus
Phage Gifsy-1,5,Phage
Enterobacteria phage LZ9,5,Enterobacteria
Synechococcus phage S-WHM1,5,Synechococcus
Arthrobacter phage phi AAU2,5,Arthrobacter
Enterobacteria phage phi24B,5,Enterobacteria
Salmonella phage SETP10,4,Salmonella
Caulobacter phage phiCb5,4,Caulobacter
Acholeplasma phage MV-L1,4,Acholeplasma
Enterobacteria phage PA-2,4,Enterobacteria
Salmonella phage SETP15,4,Salmonella
Salmonella phage SETP11,4,Salmonella
Enterobacteria phage GA,4,Enterobacteria
Bacillus phage Lima,4,Bacillus
Bacillus phage SP02,4,Bacillus
Enterobacteria phage ST286-24,4,Enterobacteria
Enterobacteria phage MV12,4,Enterobacteria
Enterobacteria phage 22,4,Enterobacteria
Enterobacteria phage NL95,4,Enterobacteria
Salmonella phage SETP8,4,Salmonella
Parabacteroides phage YZ-2015b,4,Parabacteroides
Enterobacteria phage MV9,4,Enterobacteria
Synechococcus phage S-PWM3,4,Synechococcus
Streptococcus phage phiARI0826,4,Streptococcus
Enterobacteria phage Hgal1,4,Enterobacteria
Enterobacteria phage 27,4,Enterobacteria
Satellite phage RS1,4,Satellite
Enterobacteria phage C-1 INW-2012,4,Enterobacteria
Phage SK137,4,Phage
Enterobacteria phage R17,4,Enterobacteria
Enterobacteria phage MX1,4,Enterobacteria
Lactococcus phage CHL92,4,Lactococcus
Leuconostoc phage 10MC,4,Leuconostoc
Acinetobacter phage AP205,4,Acinetobacter
Enterobacteria phage SC370,4,Enterobacteria
Enterobacteria phage RB30,4,Enterobacteria
Serpulina phage VSH-1,4,Serpulina
Enterobacteria phage 32,4,Enterobacteria
Enterobacteria phage M12,4,Enterobacteria
Staphylococcus phage U16,4,Staphylococcus
Phage PS3,4,Phage
Lactococcus phage Q30,4,Lactococcus
Pseudomonas phage phi9,4,Pseudomonas
Enterobacteria phage P2-EC30,4,Enterobacteria
Enterobacteria phage ZR,4,Enterobacteria
Enterobacteria phage P2-EC45,4,Enterobacteria
Salmonella phage SETP1,4,Salmonella
Salmonella phage SETP16,4,Salmonella
Neisseria meningitidis phage 2120,4,Neisseria
Enterobacteria phage M,4,Enterobacteria
Escherichia phage fi125,4,Escherichia
Staphylococcus phage phi3A,4,Staphylococcus
Bacillus phage Wip4,4,Bacillus
Xanthomonas phage Xo411,3,Xanthomonas
Enterobacteria phage W31,3,Enterobacteria
Enterobacteria phage SD,3,Enterobacteria
Enterococcus phage F4,3,Enterococcus
Lactococcus lactis phage phi 197,3,Lactococcus
Clostridium botulinum phage 1C,3,Clostridium
Enterobacteria phage LZ3,3,Enterobacteria
Staphylococcus phage phiB122,3,Staphylococcus
Enterobacteria phage RB8,3,Enterobacteria
Staphylococcus phage phi-42,3,Staphylococcus
Enterobacteria phage SV14,3,Enterobacteria
Marine RNA phage MB,3,Marine
Streptococcus phage MD2,3,Streptococcus
Erwinia amylovora phage phi-EaH2A,3,Erwinia
Enterobacteria phage RB21,3,Enterobacteria
Escherichia phage EcoS-CEV2,3,Escherichia
Marine phage EC,3,Marine
Vibrio phage TLC-Kn1,3,Vibrio
Pseudomonas phage phi10,3,Pseudomonas
Streptococcus phage SV1,3,Streptococcus
Vibrio phage 1032,3,Vibrio
Enterobacteria phage Baker,3,Enterobacteria
Enterobacteria phage LP7,3,Enterobacteria
Enterobacteria phage A5,3,Enterobacteria
Prevotella phage phi AR29,3,Prevotella
Enterobacteria phage TL2,3,Enterobacteria
Enterobacteria phage Ac3,3,Enterobacteria
Streptococcus phage k3,3,Streptococcus
Enterobacteria phage KEP10,3,Enterobacteria
Vibrio phage KVP20,3,Vibrio
Propionibacterium phage PAD9,3,Propionibacterium
Enterobacteria phage RB18,3,Enterobacteria
Enterobacteria phage DD VI,3,Enterobacteria
Propionibacterium phage PAS10,3,Propionibacterium
Enterobacteria phage 27deltatox,3,Enterobacteria
Staphylococcus phage PVL-Sa2GN1,3,Staphylococcus
Vibrio phage 512,3,Vibrio
Bacillus phage apl1,3,Bacillus
Enterobacteria phage TH1,3,Enterobacteria
Enterobacteria phage JS98-C3,3,Enterobacteria
Phage LZ,3,Phage
Vibrio phage 6e,3,Vibrio
Propionibacterium phage PAS12,3,Propionibacterium
Escherichia coli phage EH297,3,Escherichia
Enterobacteria phage 32deltatox,3,Enterobacteria
Ralstonia phage RSS30,3,Ralstonia
Enterobacteria phage K5,3,Enterobacteria
Propionibacterium phage PAD21,3,Propionibacterium
Enterobacteria phage 22deltatox,3,Enterobacteria
Lactococcus phage p2,3,Lactococcus
Vibrio phage 5312,3,Vibrio
Vibrio phage 4e,3,Vibrio
Vibrio phage 5e,3,Vibrio
Phage PhiI,3,Phage
Enterobacteria phage P-EibE,3,Enterobacteria
Marine phage AC,3,Marine
Salmonella phage SEN24,3,Salmonella
Enterobacteria phage JP500,3,Enterobacteria
Methanobacterium phage Drs3,3,Methanobacterium
Enterobacteria phage P2-EC64,3,Enterobacteria
Enterobacteria phage P2-EC44,3,Enterobacteria
Phage Cz,3,Phage
Burkholderia phage 42,3,Burkholderia
Propionibacterium phage PAS2,3,Propionibacterium
Phage LZ11,3,Phage
Enterobacteria phage JP34,3,Enterobacteria
Propionibacterium phage PAS40,3,Propionibacterium
Enterobacteria phage BO1,3,Enterobacteria
Lactococcus phage ul36.13,3,Lactococcus
Enterobacteria phage RB25,3,Enterobacteria
Bacillus phage M2,3,Bacillus
Erwinia phage phi-Ea1h,3,Erwinia
Xanthomonas phage Cf1c,3,Xanthomonas
Propionibacterium phage PAD42,3,Propionibacterium
Salmonella phage SETP14,3,Salmonella
Enterobacteria phage P2-EC53,3,Enterobacteria
Vibrio phage 5486,3,Vibrio
Leuconostoc phage 2 HN-2013,2,Leuconostoc
Bacillus phage Cumin,2,Bacillus
Fusobacterium phage Fnpphi02,2,Fusobacterium
Xanthomonas phage Cf1t,2,Xanthomonas
Enterococcal phage FC1,2,Enterococcal
Bacillus phage Cat22,2,Bacillus
Synechococcus phage SPGM99-16,2,Synechococcus
Leuconostoc phage 1 HN-2013,2,Leuconostoc
Raoultella phage vB_RorM-ISF3,2,Raoultella
Enterobacteria phage A397,2,Enterobacteria
Enterobacteria phage P2-EC15,2,Enterobacteria
Salmonella phage SopEPhi,2,Salmonella
Enterobacteria phage GV2412,2,Enterobacteria
Enterobacteria phage L34,2,Enterobacteria
Enterobacteria phage D1G,2,Enterobacteria
Enterobacteria phage SC1,2,Enterobacteria
Escherichia phage phi313/99stx2c,2,Escherichia
Enterobacteria phage A549,2,Enterobacteria
Flavobacterium phage FKj-2,2,Flavobacterium
Enterobacteria phage VK,2,Enterobacteria
Mycobacterium phage L1,2,Mycobacterium
Lactococcus phage F7/2,2,Lactococcus
Streptomyces phage phiK38-1,2,Streptomyces
Enterobacteria phage P2-EC12,2,Enterobacteria
Bacillus phage Lamb,2,Bacillus
Lactococcus phage phivML3,2,Lactococcus
Streptococcus phage phiARI0598,2,Streptococcus
Bacillus phage pBth35646,2,Bacillus
Streptococcus phage T270,2,Streptococcus
Enterobacteria phage SV76,2,Enterobacteria
Lactococcus phage F4-1,2,Lactococcus
Enterobacteria phage A75,2,Enterobacteria
Enterococcus phage phiFC1,2,Enterococcus
Phage N 209,2,Phage
Phage TP,2,Phage
Phage PS17,2,Phage
Lactobacillus phage LL-K,2,Lactobacillus
Enterobacteria phage 933J,2,Enterobacteria
Lactococcus phage P001,2,Lactococcus
Escherichia phage IME08,2,Escherichia
Mycobacterium phage I3,2,Mycobacterium
Streptococcus phage ST3,2,Streptococcus
Enterobacteria phage A557,2,Enterobacteria
Staphylococcus phage PVL-Sa2GN3,2,Staphylococcus
Enterobacteria phage O157-292,2,Enterobacteria
Enterobacteria phage O157-310,2,Enterobacteria
Lactococcus phage P270,2,Lactococcus
Bacillus phage Coriander,2,Bacillus
Enterobacteria phage 020324,2,Enterobacteria
Bacillus phage Farfalle,2,Bacillus
Vibrio phage CTX-nct,2,Vibrio
Bacillus phage Tun17,2,Bacillus
Streptomyces phage TG1,2,Streptomyces
Escherichia phage phiEC3192stx2c,2,Escherichia
Enterobacteria phage A312,2,Enterobacteria
Enterobacteria phage P2-EC7,2,Enterobacteria
Streptococcus phage S92,2,Streptococcus
Enterobacteria phage VTB60,2,Enterobacteria
Synechococcus phage S-CBM32,2,Synechococcus
Treponema phage phi td1,2,Treponema
Enterobacteria phage O157-469,2,Enterobacteria
Bacillus phage Tube75,2,Bacillus
Erwinia amylovora phage phi-EaH5K,2,Erwinia
Bacillus phage Lutum,2,Bacillus
Enterobacteria phage VTB323,2,Enterobacteria
Bacillus phage SP82,2,Bacillus
Enterobacteria phage O157-379,2,Enterobacteria
Enterobacteria phage VTB178,2,Enterobacteria
Enterobacteria phage A580,2,Enterobacteria
Streptococcus phage J1,2,Streptococcus
Bacillus phage Simila,2,Bacillus
Flavobacterium phage FL-1,2,Flavobacterium
Enterobacteria phage K11,2,Enterobacteria
Bacillus phage Fusilli,2,Bacillus
Lactococcus phage phiUS3,2,Lactococcus
Enterobacteria phage pEcSw,2,Enterobacteria
Enterobacteria phage phi21,2,Enterobacteria
Enterobacteria phage BR2,2,Enterobacteria
Enterobacteria phage PST,2,Enterobacteria
Synechococcus phage SPGM99-20,2,Synechococcus
Enterobacteria phage A315,2,Enterobacteria
Enterobacteria phage LZ8,2,Enterobacteria
Enterobacteria phage A534,2,Enterobacteria
Bacillus phage Edouard,2,Bacillus
Bacillus phage Honey02,2,Bacillus
Salmonella phage SEN16,2,Salmonella
Eupelmus vesicularis secondary endosymbiont phage,2,Eupelmus
Phage 3/14,2,Phage
Enterobacteria phage 6220,2,Enterobacteria
Staphylococcus phage phiWMY,2,Staphylococcus
Enterobacteria phage RB42,2,Enterobacteria
Lactobacillus phage phiFSW,2,Lactobacillus
Bacillus phage Rice87,2,Bacillus
Escherichia phage phi326/03stx2c,2,Escherichia
Bacillus phage Bra34,2,Bacillus
Staphylococcus phage L54a,2,Staphylococcus
Bacillus phage Honey09,2,Bacillus
Bacillus phage Honey03,2,Bacillus
Bacillus phage Chick61,2,Bacillus
Bacillus phage Caul12,2,Bacillus
Enterobacteria phage P2-EC4,2,Enterobacteria
Enterobacteria phage O157-330,2,Enterobacteria
Enterobacteria phage VTB46,2,Enterobacteria
Bacillus phage Honey16,2,Bacillus
Enterobacteria phage P2-EC59,2,Enterobacteria
Bacillus phage Ales05,2,Bacillus
Enterobacteria phage ST2-8624,2,Enterobacteria
Bacillus phage Tube70,2,Bacillus
Bacillus phage Rice30,2,Bacillus
Escherichia phage phiEC2455stx2c,2,Escherichia
Enterobacteria phage MV14,2,Enterobacteria
Streptococcus phage S3b,2,Streptococcus
Enterobacteria phage VTB324,2,Enterobacteria
Aggregatibacter phage Aabphi01,2,Aggregatibacter
Enterobacteria phage MV 72,2,Enterobacteria
